Method:,Hadamard 1,,
Host Date-Time:,29/2/20 @ 16:10:17,,
Header Version:,1,,
System Temp (C):,36.84,,
Detector Temp (C):,32.36,,
Humidity (%):,23.26,,
Lamp PD:,3708,,
Shift Vector Coefficients:,-9.31287,0.0592924,-8.53699e-05,,
Pixel to Wavelength Coefficients:,1745.69,-0.945483,-0.000234135,,
Serial Number:,5490031,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.710,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.629613,0.764540,33639.000000,5785.000000
905.521072,0.778959,38213.000000,6357.000000
909.408318,0.788450,42332.000000,6890.000000
913.291349,0.805762,46950.000000,7343.000000
917.170165,0.799755,51785.000000,8212.000000
921.044767,0.802114,58287.000000,9193.000000
924.915155,0.796920,66979.000000,10691.000000
930.069116,0.809856,82100.000000,12720.000000
933.929670,0.821019,94317.000000,14242.000000
937.786010,0.834820,106099.000000,15520.000000
941.638135,0.846899,116718.000000,16605.000000
945.486046,0.856553,125961.000000,17526.000000
949.329742,0.867942,134812.000000,18272.000000
953.169224,0.874566,143641.000000,19174.000000
957.004491,0.879537,152380.000000,20109.000000
960.835544,0.886700,161986.000000,21027.000000
965.937059,0.896594,175129.000000,22221.000000
969.758279,0.903406,185335.000000,23150.000000
973.575284,0.908844,195809.000000,24154.000000
977.388074,0.912355,206740.000000,25297.000000
981.196650,0.919455,217308.000000,26159.000000
985.001012,0.928321,228047.000000,26897.000000
988.801159,0.930809,238038.000000,27915.000000
992.597092,0.934175,247444.000000,28794.000000
996.388810,0.938270,256381.000000,29554.000000
1000.176314,0.941199,264317.000000,30264.000000
1005.219764,0.943923,273187.000000,31084.000000
1008.997434,0.947262,278661.000000,31464.000000
1012.770890,0.947515,283378.000000,31978.000000
1016.540131,0.948868,286796.000000,32263.000000
1020.305158,0.949299,289545.000000,32540.000000
1024.065971,0.949703,290768.000000,32647.000000
1027.822569,0.949624,291659.000000,32753.000000
1031.574953,0.949649,291738.000000,32760.000000
1035.323122,0.949255,291180.000000,32727.000000
1040.314125,0.948210,289060.000000,32567.000000
1044.052461,0.947571,287270.000000,32413.000000
1047.786582,0.946482,285260.000000,32267.000000
1051.516489,0.944159,282938.000000,32176.000000
1055.242181,0.940949,280933.000000,32185.000000
1058.963659,0.939310,278805.000000,32062.000000
1062.680922,0.936570,276533.000000,32002.000000
1066.393971,0.933937,275025.000000,32021.000000
1070.102806,0.930123,273940.000000,32176.000000
1075.041363,0.925842,272610.000000,32337.000000
1078.740364,0.920362,271864.000000,32658.000000
1082.435151,0.919150,271322.000000,32684.000000
1086.125723,0.914355,271668.000000,33089.000000
1089.812080,0.909910,272144.000000,33488.000000
1093.494224,0.904452,273135.000000,34035.000000
1097.172153,0.901570,273441.000000,34300.000000
1100.845867,0.897173,274759.000000,34816.000000
