901.6296130000001,10734.0,33639.0
905.5210720000001,11796.0,38213.0
909.408318,12969.0,42332.0
913.291349,14171.0,46950.0
917.170165,15720.0,51785.0
921.044767,17809.0,58287.0
924.915155,20703.0,66979.0
930.069116,24919.0,82100.0
933.9296699999999,27991.0,94317.0
937.7860099999999,30635.0,106099.0
941.6381349999999,32909.0,116718.0
945.4860460000001,34916.0,125961.0
949.329742,36720.0,134812.0
953.169224,38505.0,143641.0
957.004491,40428.0,152380.0
960.8355439999999,42452.0,161986.0
965.937059,45054.0,175129.0
969.7582789999999,47029.0,185335.0
973.575284,49402.0,195809.0
977.3880740000001,51511.0,206740.0
981.19665,53844.0,217308.0
985.001012,55874.0,228047.0
988.801159,57762.0,238038.0
992.597092,59734.0,247444.0
996.3888099999999,61526.0,256381.0
1000.176314,63241.0,264317.0
1005.219764,65066.0,273187.0
1008.997434,66189.0,278661.0
1012.77089,67181.0,283378.0
1016.5401310000001,67911.0,286796.0
1020.305158,68451.0,289545.0
1024.065971,68659.0,290768.0
1027.822569,69133.0,291659.0
1031.5749529999998,69224.0,291738.0
1035.323122,69053.0,291180.0
1040.314125,68728.0,289060.0
1044.052461,68339.0,287270.0
1047.786582,67879.0,285260.0
1051.516489,67760.0,282938.0
1055.242181,67599.0,280933.0
1058.963659,67225.0,278805.0
1062.680922,66916.0,276533.0
1066.3939710000002,66713.0,275025.0
1070.102806,66689.0,273940.0
1075.041363,66664.0,272610.0
1078.740364,66743.0,271864.0
1082.435151,66975.0,271322.0
1086.125723,67381.0,271668.0
1089.8120800000002,67604.0,272144.0
1093.494224,67851.0,273135.0
1097.172153,68219.0,273441.0
1100.845867,68747.0,274759.0
1104.515367,69099.0,276154.0
1109.401478,69608.0,278191.0
1113.061144,70081.0,279666.0
1116.716596,70417.0,281465.0
1120.367833,70539.0,283330.0
1124.014856,70662.0,285720.0
1127.657665,70568.0,287805.0
1131.296259,70323.0,290051.0
1134.9306390000002,69791.0,292331.0
1138.560804,69125.0,294917.0
1143.3944689999998,67985.0,298293.0
1147.014801,67404.0,300985.0
1150.630918,66900.0,304257.0
1154.242821,66406.0,307712.0
