Method:,Hadamard 1,,
Host Date-Time:,20/2/20 @ 14:14:7,,
Header Version:,1,,
System Temp (C):,35.68,,
Detector Temp (C):,31.22,,
Humidity (%):,20.94,,
Lamp PD:,3664,,
Shift Vector Coefficients:,-9.31287,0.0592924,-8.53699e-05,,
Pixel to Wavelength Coefficients:,1745.69,-0.945483,-0.000234135,,
Serial Number:,5490031,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.673,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.629613,0.418008,33639.000000,12848.000000
905.521072,0.430351,38213.000000,14186.000000
909.408318,0.440843,42332.000000,15340.000000
913.291349,0.443081,46950.000000,16926.000000
917.170165,0.439146,51785.000000,18839.000000
921.044767,0.423070,58287.000000,22004.000000
924.915155,0.428277,66979.000000,24984.000000
930.069116,0.437338,82100.000000,29992.000000
933.929670,0.444275,94317.000000,33909.000000
937.786010,0.462646,106099.000000,36565.000000
941.638135,0.473686,116718.000000,39215.000000
945.486046,0.482031,125961.000000,41515.000000
949.329742,0.487492,134812.000000,43877.000000
953.169224,0.493041,143641.000000,46157.000000
957.004491,0.499737,152380.000000,48216.000000
960.835544,0.514793,161986.000000,49509.000000
965.937059,0.522637,175129.000000,52568.000000
969.758279,0.525932,185335.000000,55211.000000
973.575284,0.532838,195809.000000,57411.000000
977.388074,0.538535,206740.000000,59826.000000
981.196650,0.541634,217308.000000,62437.000000
985.001012,0.546181,228047.000000,64840.000000
988.801159,0.551045,238038.000000,66927.000000
992.597092,0.552850,247444.000000,69283.000000
996.388810,0.552157,256381.000000,71900.000000
1000.176314,0.551832,264317.000000,74181.000000
1005.219764,0.549586,273187.000000,77068.000000
1008.997434,0.554605,278661.000000,77709.000000
1012.770890,0.555223,283378.000000,78912.000000
1016.540131,0.551826,286796.000000,80491.000000
1020.305158,0.556617,289545.000000,80371.000000
1024.065971,0.554601,290768.000000,81086.000000
1027.822569,0.551263,291659.000000,81962.000000
1031.574953,0.551232,291738.000000,81990.000000
1035.323122,0.552929,291180.000000,81514.000000
1040.314125,0.554001,289060.000000,80721.000000
1044.052461,0.552829,287270.000000,80438.000000
1047.786582,0.549898,285260.000000,80416.000000
1051.516489,0.542965,282938.000000,81045.000000
1055.242181,0.544353,280933.000000,80214.000000
1058.963659,0.541804,278805.000000,80075.000000
1062.680922,0.543214,276533.000000,79165.000000
1066.393971,0.545217,275025.000000,78371.000000
1070.102806,0.545828,273940.000000,77952.000000
1075.041363,0.541519,272610.000000,78347.000000
1078.740364,0.539620,271864.000000,78475.000000
1082.435151,0.537781,271322.000000,78651.000000
1086.125723,0.536038,271668.000000,79068.000000
1089.812080,0.535668,272144.000000,79274.000000
1093.494224,0.537258,273135.000000,79272.000000
1097.172153,0.535672,273441.000000,79651.000000
1100.845867,0.537815,274759.000000,79641.000000
1104.515367,0.536155,276154.000000,80352.000000
1109.401478,0.531542,278191.000000,81809.000000
1113.061144,0.536149,279666.000000,81375.000000
1116.716596,0.537718,281465.000000,81603.000000
1120.367833,0.538193,283330.000000,82054.000000
1124.014856,0.548427,285720.000000,80819.000000
1127.657665,0.555878,287805.000000,80024.000000
1131.296259,0.561436,290051.000000,79623.000000
1134.930639,0.571398,292331.000000,78429.000000
1138.560804,0.580191,294917.000000,77537.000000
1143.394469,0.595329,298293.000000,75738.000000
1147.014801,0.605626,300985.000000,74631.000000
1150.630918,0.614009,304257.000000,74000.000000
1154.242821,0.622247,307712.000000,73434.000000
1157.850509,0.634647,310881.000000,72102.000000
1161.453983,0.640365,314276.000000,71936.000000
1165.053242,0.645283,318257.000000,72027.000000
1168.648287,0.652272,322819.000000,71893.000000
1172.239118,0.655252,326850.000000,72293.000000
1177.020337,0.658652,332795.000000,73034.000000
1180.601334,0.663675,338252.000000,73378.000000
1184.178116,0.668481,344529.000000,73917.000000
1187.750684,0.673494,351023.000000,74446.000000
1191.319038,0.678014,357082.000000,74947.000000
1194.883177,0.680889,364643.000000,76029.000000
1198.443102,0.686094,372656.000000,76774.000000
1201.998812,0.690173,379916.000000,77538.000000
1205.550308,0.689860,387104.000000,79062.000000
1210.279081,0.688674,398358.000000,81583.000000
1213.820743,0.682331,406330.000000,84440.000000
1217.358191,0.674113,414296.000000,87740.000000
1220.891424,0.666077,423100.000000,91278.000000
1224.420443,0.663405,431276.000000,93616.000000
1227.945248,0.658637,440314.000000,96633.000000
1231.465838,0.653322,449218.000000,99801.000000
1234.982214,0.655236,457807.000000,101262.000000
1238.494375,0.654203,468067.000000,103778.000000
1243.170701,0.650494,479193.000000,107156.000000
1246.673029,0.651283,486758.000000,108650.000000
1250.171142,0.648963,495180.000000,111122.000000
1253.665041,0.644310,503918.000000,114301.000000
1257.154726,0.642218,511654.000000,116616.000000
1260.640196,0.637561,521154.000000,120062.000000
1264.121451,0.635733,534098.000000,123563.000000
1267.598492,0.639795,549524.000000,125948.000000
1271.071319,0.640097,564969.000000,129398.000000
1275.695199,0.642481,583497.000000,132910.000000
1279.158192,0.648548,596509.000000,133989.000000
1282.616970,0.650868,610137.000000,136320.000000
1286.071534,0.652075,621777.000000,138535.000000
1289.521884,0.653410,632911.000000,140583.000000
1292.968020,0.655599,643299.000000,142172.000000
1296.409940,0.657839,653998.000000,143793.000000
1299.847647,0.661985,662535.000000,144286.000000
1303.281139,0.666844,669534.000000,144188.000000
1307.852572,0.673585,680622.000000,144318.000000
1311.276231,0.683788,687613.000000,142415.000000
1314.695675,0.691673,692993.000000,140947.000000
1318.110904,0.699139,697587.000000,139463.000000
1321.521919,0.712544,703545.000000,136379.000000
1324.928720,0.722117,707997.000000,134250.000000
1328.331306,0.729322,710077.000000,132429.000000
1331.729678,0.738974,712333.000000,129930.000000
1335.123835,0.746324,715576.000000,128331.000000
1339.642823,0.755291,717691.000000,126080.000000
