Method:,Hadamard 1,,
Host Date-Time:,20/2/20 @ 15:13:9,,
Header Version:,1,,
System Temp (C):,39.3,,
Detector Temp (C):,35.58,,
Humidity (%):,14.74,,
Lamp PD:,3637,,
Shift Vector Coefficients:,-9.31287,0.0592924,-8.53699e-05,,
Pixel to Wavelength Coefficients:,1745.69,-0.945483,-0.000234135,,
Serial Number:,5490031,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.733,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.629613,0.324137,33639.000000,15948.000000
905.521072,0.345070,38213.000000,17264.000000
909.408318,0.345249,42332.000000,19117.000000
913.291349,0.350970,46950.000000,20925.000000
917.170165,0.350611,51785.000000,23099.000000
921.044767,0.344775,58287.000000,26351.000000
924.915155,0.338376,66979.000000,30730.000000
930.069116,0.343859,82100.000000,37195.000000
933.929670,0.351527,94317.000000,41982.000000
937.786010,0.363199,106099.000000,45974.000000
941.638135,0.369534,116718.000000,49843.000000
945.486046,0.373704,125961.000000,53276.000000
949.329742,0.377142,134812.000000,56570.000000
953.169224,0.380919,143641.000000,59753.000000
957.004491,0.382789,152380.000000,63116.000000
960.835544,0.385111,161986.000000,66737.000000
965.937059,0.388694,175129.000000,71559.000000
969.758279,0.391018,185335.000000,75325.000000
973.575284,0.390718,195809.000000,79637.000000
977.388074,0.395155,206740.000000,83228.000000
981.196650,0.396654,217308.000000,87181.000000
985.001012,0.400623,228047.000000,90657.000000
988.801159,0.401357,238038.000000,94469.000000
992.597092,0.403187,247444.000000,97789.000000
996.388810,0.404483,256381.000000,101019.000000
1000.176314,0.406304,264317.000000,103710.000000
1005.219764,0.407905,273187.000000,106796.000000
1008.997434,0.409210,278661.000000,108609.000000
1012.770890,0.409606,283378.000000,110347.000000
1016.540131,0.409866,286796.000000,111611.000000
1020.305158,0.411855,289545.000000,112166.000000
1024.065971,0.412174,290768.000000,112557.000000
1027.822569,0.411916,291659.000000,112969.000000
1031.574953,0.411715,291738.000000,113052.000000
1035.323122,0.412438,291180.000000,112648.000000
1040.314125,0.412111,289060.000000,111912.000000
1044.052461,0.412353,287270.000000,111157.000000
1047.786582,0.412945,285260.000000,110229.000000
1051.516489,0.411212,282938.000000,109769.000000
1055.242181,0.410030,280933.000000,109288.000000
1058.963659,0.409571,278805.000000,108575.000000
1062.680922,0.408275,276533.000000,108012.000000
1066.393971,0.407834,275025.000000,107532.000000
1070.102806,0.407072,273940.000000,107296.000000
1075.041363,0.405015,272610.000000,107282.000000
1078.740364,0.403720,271864.000000,107308.000000
1082.435151,0.402699,271322.000000,107346.000000
1086.125723,0.402416,271668.000000,107553.000000
1089.812080,0.401411,272144.000000,107991.000000
1093.494224,0.401036,273135.000000,108478.000000
1097.172153,0.399908,273441.000000,108882.000000
1100.845867,0.398983,274759.000000,109640.000000
1104.515367,0.399419,276154.000000,110086.000000
