Method:,Hadamard 1,,
Host Date-Time:,20/2/20 @ 14:0:50,,
Header Version:,1,,
System Temp (C):,29.33,,
Detector Temp (C):,25.31,,
Humidity (%):,30.52,,
Lamp PD:,3690,,
Shift Vector Coefficients:,-9.31287,0.0592924,-8.53699e-05,,
Pixel to Wavelength Coefficients:,1745.69,-0.945483,-0.000234135,,
Serial Number:,5490031,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.731,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.629613,0.403155,33639.000000,13295.000000
905.521072,0.419020,38213.000000,14561.000000
909.408318,0.420329,42332.000000,16082.000000
913.291349,0.422780,46950.000000,17736.000000
917.170165,0.415220,51785.000000,19906.000000
921.044767,0.404543,58287.000000,22963.000000
924.915155,0.396606,66979.000000,26874.000000
930.069116,0.406393,82100.000000,32207.000000
933.929670,0.423616,94317.000000,35561.000000
937.786010,0.441346,106099.000000,38403.000000
941.638135,0.452810,116718.000000,41146.000000
945.486046,0.463217,125961.000000,43353.000000
949.329742,0.471564,134812.000000,45516.000000
953.169224,0.481473,143641.000000,47403.000000
957.004491,0.486650,152380.000000,49691.000000
960.835544,0.491790,161986.000000,52202.000000
965.937059,0.498877,175129.000000,55524.000000
969.758279,0.502714,185335.000000,58243.000000
973.575284,0.503431,195809.000000,61433.000000
977.388074,0.507477,206740.000000,64261.000000
981.196650,0.509358,217308.000000,67254.000000
985.001012,0.513019,228047.000000,69985.000000
988.801159,0.514002,238038.000000,72886.000000
992.597092,0.515277,247444.000000,75544.000000
996.388810,0.515357,256381.000000,78258.000000
1000.176314,0.516119,264317.000000,80539.000000
1005.219764,0.516258,273187.000000,83215.000000
1008.997434,0.517142,278661.000000,84710.000000
1012.770890,0.517000,283378.000000,86172.000000
1016.540131,0.515779,286796.000000,87457.000000
1020.305158,0.516262,289545.000000,88197.000000
1024.065971,0.515114,290768.000000,88804.000000
1027.822569,0.514812,291659.000000,89138.000000
1031.574953,0.513325,291738.000000,89468.000000
1035.323122,0.512965,291180.000000,89371.000000
1040.314125,0.510954,289060.000000,89132.000000
1044.052461,0.510151,287270.000000,88744.000000
1047.786582,0.510063,285260.000000,88141.000000
1051.516489,0.508439,282938.000000,87751.000000
1055.242181,0.507156,280933.000000,87387.000000
1058.963659,0.505243,278805.000000,87108.000000
1062.680922,0.504535,276533.000000,86539.000000
1066.393971,0.503060,275025.000000,86360.000000
1070.102806,0.501916,273940.000000,86246.000000
1075.041363,0.500362,272610.000000,86135.000000
1078.740364,0.499803,271864.000000,86010.000000
1082.435151,0.498669,271322.000000,86063.000000
1086.125723,0.498365,271668.000000,86233.000000
1089.812080,0.498074,272144.000000,86442.000000
1093.494224,0.498283,273135.000000,86715.000000
1097.172153,0.497424,273441.000000,86984.000000
1100.845867,0.497222,274759.000000,87444.000000
1104.515367,0.498489,276154.000000,87632.000000
1109.401478,0.499870,278191.000000,87998.000000
1113.061144,0.500266,279666.000000,88384.000000
1116.716596,0.502673,281465.000000,88461.000000
1120.367833,0.504467,283330.000000,88680.000000
1124.014856,0.509361,285720.000000,88426.000000
1127.657665,0.515243,287805.000000,87873.000000
1131.296259,0.521818,290051.000000,87228.000000
1134.930639,0.530947,292331.000000,86085.000000
