Method:,Hadamard 1,,
Host Date-Time:,20/2/20 @ 14:28:52,,
Header Version:,1,,
System Temp (C):,36.2,,
Detector Temp (C):,32.95,,
Humidity (%):,19.73,,
Lamp PD:,3588,,
Shift Vector Coefficients:,-9.31287,0.0592924,-8.53699e-05,,
Pixel to Wavelength Coefficients:,1745.69,-0.945483,-0.000234135,,
Serial Number:,5490031,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.731,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.629613,0.467658,33639.000000,11460.000000
905.521072,0.487740,38213.000000,12430.000000
909.408318,0.489125,42332.000000,13726.000000
913.291349,0.499588,46950.000000,14861.000000
917.170165,0.496404,51785.000000,16512.000000
921.044767,0.494637,58287.000000,18661.000000
924.915155,0.489960,66979.000000,21676.000000
930.069116,0.499503,82100.000000,25992.000000
933.929670,0.513557,94317.000000,28909.000000
937.786010,0.529876,106099.000000,31321.000000
941.638135,0.538954,116718.000000,33743.000000
945.486046,0.547410,125961.000000,35713.000000
949.329742,0.557857,134812.000000,37314.000000
953.169224,0.565313,143641.000000,39081.000000
957.004491,0.572023,152380.000000,40823.000000
960.835544,0.579528,161986.000000,42653.000000
965.937059,0.585643,175129.000000,45469.000000
969.758279,0.591502,185335.000000,47474.000000
973.575284,0.594813,195809.000000,49776.000000
977.388074,0.600785,206740.000000,51837.000000
981.196650,0.603878,217308.000000,54100.000000
985.001012,0.608288,228047.000000,56200.000000
988.801159,0.611313,238038.000000,58255.000000
992.597092,0.614176,247444.000000,60159.000000
996.388810,0.614670,256381.000000,62261.000000
1000.176314,0.617114,264317.000000,63828.000000
1005.219764,0.618393,273187.000000,65776.000000
1008.997434,0.620111,278661.000000,66829.000000
1012.770890,0.620522,283378.000000,67896.000000
1016.540131,0.619669,286796.000000,68850.000000
1020.305158,0.620300,289545.000000,69409.000000
1024.065971,0.619971,290768.000000,69755.000000
1027.822569,0.619114,291659.000000,70107.000000
1031.574953,0.618743,291738.000000,70186.000000
1035.323122,0.618344,291180.000000,70116.000000
1040.314125,0.615933,289060.000000,69993.000000
1044.052461,0.615251,287270.000000,69669.000000
1047.786582,0.613469,285260.000000,69466.000000
1051.516489,0.611272,282938.000000,69250.000000
1055.242181,0.609867,280933.000000,68982.000000
1058.963659,0.607756,278805.000000,68793.000000
1062.680922,0.605442,276533.000000,68597.000000
1066.393971,0.603675,275025.000000,68501.000000
1070.102806,0.600952,273940.000000,68660.000000
1075.041363,0.597701,272610.000000,68840.000000
1078.740364,0.595616,271864.000000,68982.000000
1082.435151,0.592695,271322.000000,69309.000000
