Method:,Hadamard 1,,
Host Date-Time:,28/2/20 @ 20:29:55,,
Header Version:,1,,
System Temp (C):,32.87,,
Detector Temp (C):,27.96,,
Humidity (%):,30.35,,
Lamp PD:,3708,,
Shift Vector Coefficients:,-9.31287,0.0592924,-8.53699e-05,,
Pixel to Wavelength Coefficients:,1745.69,-0.945483,-0.000234135,,
Serial Number:,5490031,,
Scan Config Name:,Hadamard 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.714,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.629613,0.455292,33639.000000,11791.000000
905.521072,0.465969,38213.000000,13069.000000
909.408318,0.467102,42332.000000,14440.000000
913.291349,0.467950,46950.000000,15984.000000
917.170165,0.460019,51785.000000,17955.000000
921.044767,0.449517,58287.000000,20704.000000
924.915155,0.439386,66979.000000,24353.000000
930.069116,0.446410,82100.000000,29372.000000
933.929670,0.458028,94317.000000,32852.000000
937.786010,0.469300,106099.000000,36009.000000
941.638135,0.477278,116718.000000,38892.000000
945.486046,0.482921,125961.000000,41430.000000
949.329742,0.484562,134812.000000,44174.000000
953.169224,0.488380,143641.000000,46655.000000
957.004491,0.488217,152380.000000,49512.000000
960.835544,0.490967,161986.000000,52301.000000
965.937059,0.494318,175129.000000,56110.000000
969.758279,0.496480,185335.000000,59085.000000
973.575284,0.496572,195809.000000,62411.000000
977.388074,0.500571,206740.000000,65291.000000
981.196650,0.500992,217308.000000,68562.000000
985.001012,0.505538,228047.000000,71201.000000
988.801159,0.507274,238038.000000,74024.000000
992.597092,0.508563,247444.000000,76721.000000
996.388810,0.510205,256381.000000,79192.000000
1000.176314,0.511784,264317.000000,81347.000000
1005.219764,0.513761,273187.000000,83695.000000
1008.997434,0.516378,278661.000000,84859.000000
1012.770890,0.517076,283378.000000,86157.000000
1016.540131,0.517984,286796.000000,87014.000000
1020.305158,0.520140,289545.000000,87413.000000
1024.065971,0.520805,290768.000000,87648.000000
1027.822569,0.521732,291659.000000,87729.000000
1031.574953,0.522192,291738.000000,87660.000000
1035.323122,0.523247,291180.000000,87280.000000
1040.314125,0.522994,289060.000000,86695.000000
1044.052461,0.523671,287270.000000,86024.000000
1047.786582,0.523651,285260.000000,85426.000000
1051.516489,0.522615,282938.000000,84933.000000
1055.242181,0.523218,280933.000000,84214.000000
1058.963659,0.522809,278805.000000,83655.000000
1062.680922,0.522533,276533.000000,83026.000000
1066.393971,0.522797,275025.000000,82523.000000
1070.102806,0.521960,273940.000000,82356.000000
1075.041363,0.521156,272610.000000,82108.000000
1078.740364,0.521153,271864.000000,81884.000000
1082.435151,0.521125,271322.000000,81726.000000
1086.125723,0.520378,271668.000000,81971.000000
1089.812080,0.520001,272144.000000,82186.000000
1093.494224,0.520513,273135.000000,82388.000000
1097.172153,0.520457,273441.000000,82491.000000
1100.845867,0.520177,274759.000000,82942.000000
1104.515367,0.521430,276154.000000,83123.000000
1109.401478,0.522547,278191.000000,83521.000000
1113.061144,0.523665,279666.000000,83748.000000
1116.716596,0.524711,281465.000000,84084.000000
1120.367833,0.524881,283330.000000,84608.000000
1124.014856,0.527816,285720.000000,84747.000000
1127.657665,0.530262,287805.000000,84886.000000
1131.296259,0.532560,290051.000000,85097.000000
1134.930639,0.535660,292331.000000,85156.000000
1138.560804,0.539847,294917.000000,85085.000000
1143.394469,0.546934,298293.000000,84666.000000
1147.014801,0.551149,300985.000000,84605.000000
1150.630918,0.556446,304257.000000,84488.000000
